Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Philippines,2017,8.354,0.43,52.199,5.572,9.369,1.0,1.06,1.048,560.513,18.256,27.784,1686.123,179.974,438.923,46.85,0.0,0.0,0.0,0.0,49.65,33.838,94.36,94.36,19.106,9.75,47.249,4982.866,0.609,10.366,43.69,666.957,71.19,4357.814,465.146,75.445,87.456,-0.93,-0.354,37.744,192.527,20.55,353.614,0.0,0.0,0.0,0.0,21.778,7.097,52.89,18.492,3.864,25.577,90.033,9.61,239.624,10.184,4.809,6.043,3.559,66.717,217.073,23.17,625.052,24.555,12.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.034,16.261,247.428,35.507,3.79,2318.076,0.0,0.0,0.0,0.0,4.017,46.521,29.462,11.27,10.27,-4.35,-1.294,105.585,96.216,276.016,11.944,10.884,5.539,884.03,531.864,6.043,3.559,66.717,217.073,23.17,625.052,24.555,12.544,9.493,0.26,3.197,11.242,1.2,29.948,1.272,0.601,12.135,0.3,2.91,10.212,1.09,27.265,1.155,0.547
Poland,2017,33.563,1.764,182.16,7.019,168.428,6.49,3.82,0.581,805.779,0.558,3.21,15023.017,578.879,3403.852,131.16,-4.412,-26.721,15024.639,578.942,77.194,47.909,172.2,169.91,14.587,5.046,58.044,31357.4,1.193,4.982,53.797,3783.269,145.78,29419.85,1133.63,85.798,93.821,5.054,9.227,191.803,260.298,10.03,4977.662,-2.222,-0.918,1048.457,40.4,5.903,15.874,136.91,19.682,1.087,6.813,66.437,2.56,176.808,1.507,0.564,10.968,4.247,74.659,626.219,24.13,1937.552,14.202,6.179,2.29,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.861,41.36,362.947,119.119,4.59,9419.169,0.0,0.0,0.0,0.0,2.701,30.038,20.711,6.49,0.0,-18.462,-4.689,168.428,0.0,537.49,3.82,0.0,1.714,4409.488,1208.289,10.968,4.247,74.659,626.219,24.13,1937.552,14.202,6.179,33.065,0.107,0.439,4.412,0.17,11.396,0.1,0.036,18.438,5.979,39.677,386.943,14.91,1029.698,8.775,3.284
Russia,2017,94.334,0.372,5.266,0.766,3.575,0.52,0.048,0.009,439.629,-5.961,-61.872,6710.82,976.106,1196.335,174.01,6.099,137.583,16455.223,2393.454,15.947,11.998,1080.57,1091.17,14.529,0.614,49.679,55933.996,2.307,0.518,36.67,4824.047,701.67,48952.27,7120.232,64.304,87.518,2.485,104.542,4311.006,3549.405,516.27,29638.572,7.855,462.855,43695.414,6355.609,47.313,52.988,479.71,0.299,-1.44,492.772,1272.993,185.16,3387.857,16.969,6.057,1.983,13.01,1015.511,2677.849,389.5,6981.734,35.696,12.482,-10.6,-0.981,3.32,13.696,518.774,1396.607,203.14,3566.621,18.617,6.376,-0.326,-6.0,1833.12,78.307,11.39,12602.874,0.012,0.786,44659.914,6495.898,1.044,22.532,1.381,0.52,0.0,16.421,0.214,3.572,0.0,9.493,0.048,0.0,0.017,7501.897,8135.742,0.571,-0.687,496.737,1281.243,186.36,3415.113,17.079,6.106,16.165,0.194,1.448,3.713,0.54,9.953,0.049,0.018,-6.157,-0.027,0.37,0.963,0.14,2.543,0.013,0.005
Saudi Arabia,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.967,56.617,0.484,39.176,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.96,394.99,12.414,0.062,1.975,93054.375,1.954,0.06,1.912,11549.692,394.92,93048.93,3181.633,99.982,0.0,3.735,39.332,1092.502,6513.883,222.73,31950.934,3.735,39.332,31950.934,1092.502,56.389,0.0,276.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.047,0.07,0.0,0.018,0.0,-0.03,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.783,-37.904,2087.792,5035.809,172.19,61058.824,-4.669,-318.579,190239.578,6504.885,43.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11551.739,3181.819,0.0,0.0,0.0,2.047,0.07,0.0,0.018,0.0,41.749,0.05,0.173,2.047,0.07,5.062,0.018,0.0,0.0,0.013,0.013,0.0,0.0,0.375,0.0,0.0
South Korea,2017,-3.342,-0.172,96.654,4.979,148.51,7.65,1.327,0.144,512.951,5.739,54.398,19456.477,1002.235,5075.746,261.46,-9.565,-0.864,158.585,8.169,45.36,29.086,576.41,576.41,18.177,1.126,38.376,66893.758,1.799,2.175,63.807,7912.969,407.61,58186.031,2997.258,70.715,86.983,4.434,21.127,497.564,2639.986,135.99,9659.252,0.0,0.0,0.0,0.0,23.593,14.44,295.67,-1.316,-0.144,7.475,54.551,2.81,145.115,0.488,0.217,-5.148,-25.431,448.55,3276.929,168.8,8707.733,29.285,13.017,0.0,0.0,-8.376,-37.098,379.047,2881.485,148.43,7358.467,25.751,11.0,-0.776,-11.718,1497.459,197.237,10.16,29070.299,0.0,0.0,0.0,0.0,1.763,43.457,30.68,9.611,0.0,18.953,4.888,186.578,0.0,595.596,1.667,0.0,0.89,11189.897,3445.807,17.317,11.668,69.503,395.445,20.37,1349.266,3.534,2.017,40.301,5.829,20.596,150.257,7.74,399.836,1.343,0.598,28.867,1.267,5.773,42.126,2.17,112.065,0.376,0.168
Spain,2017,15.23,2.569,417.284,19.439,130.516,6.08,2.232,1.213,329.209,28.131,34.34,3357.574,156.41,968.784,45.13,64.445,5.14,281.566,13.117,16.569,9.763,281.55,272.38,19.99,1.208,19.129,34390.281,1.015,5.711,64.677,2713.583,126.41,25699.383,1197.184,46.409,74.729,8.896,25.905,317.121,1374.716,64.04,6807.488,0.0,0.0,0.0,0.0,23.511,19.795,89.67,-49.645,-48.645,48.76,393.267,18.32,1046.711,6.726,3.044,-8.16,-45.548,404.858,3133.468,145.97,8690.897,53.591,25.271,9.17,3.257,-0.865,-2.18,148.404,1245.917,58.04,3185.725,21.308,9.263,0.616,4.433,723.653,370.083,17.24,15534.321,0.0,0.0,0.0,0.0,6.329,45.171,19.402,6.08,0.0,7.296,1.319,130.516,0.0,416.498,2.232,0.0,1.211,5847.051,1602.043,-11.681,-43.368,256.454,1887.551,87.93,5505.172,32.282,16.008,4.977,1.592,38.111,309.118,14.4,818.12,5.287,2.379,0.435,-0.203,130.741,1054.65,49.13,2806.559,18.037,8.161
Thailand,2017,10.627,2.034,298.702,21.177,131.033,9.29,5.257,1.478,584.225,0.397,0.826,2945.867,208.857,503.962,35.73,-4.638,-2.322,673.463,47.747,20.217,14.578,200.05,176.73,12.668,1.929,27.111,20207.6,1.327,1.148,15.378,2215.853,157.1,19102.438,1354.329,88.893,94.531,-0.95,-4.805,500.838,1707.236,121.04,7064.183,-3.561,-13.272,5070.159,359.465,68.489,34.958,103.25,32.291,2.989,12.474,66.151,4.69,175.942,2.654,0.871,15.857,11.733,78.354,276.876,19.63,1105.163,11.107,5.469,23.32,11.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.096,19.356,644.634,4.655,0.33,9092.389,-3.116,-6.569,2880.996,204.257,0.187,44.995,29.661,9.292,0.0,8.032,2.205,131.061,0.0,418.361,5.258,0.0,2.07,2492.729,1432.683,15.857,11.733,78.354,276.876,19.63,1105.163,11.107,5.469,27.864,2.579,12.09,64.035,4.54,170.53,2.569,0.844,189.556,1.926,2.951,15.656,1.11,41.628,0.628,0.206
Turkey,2017,6.324,0.076,15.462,1.269,25.582,2.1,0.708,0.071,502.091,2.605,11.652,5590.362,458.912,1187.48,97.48,-2.415,-4.342,2137.354,175.455,32.884,25.676,295.86,296.44,18.055,7.075,118.103,21772.998,0.932,8.922,127.234,2548.428,209.2,18922.82,1553.371,70.571,86.91,15.871,70.635,515.681,1345.965,110.49,6281.909,0.0,0.0,0.0,0.0,37.272,28.852,148.84,-13.405,-25.043,154.936,709.223,58.22,1887.4,19.64,8.669,-3.178,-9.132,233.97,1062.738,87.24,2850.177,29.429,13.09,-0.58,-0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,44.948,578.778,14.984,1.23,7050.55,0.0,0.0,0.0,0.0,0.415,32.382,22.428,8.23,6.13,27.866,4.832,100.256,74.674,273.218,2.776,2.068,1.255,3611.166,1787.342,-3.178,-9.132,233.97,1062.738,87.24,2850.177,29.429,13.09,176.992,4.897,7.689,35.205,2.89,93.669,0.975,0.43,15.381,6.107,47.647,218.054,17.9,580.428,6.038,2.666
United Arab Emirates,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.255,15.67,3.354,2730.421,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.47,134.57,11.083,-4.769,-60.868,134032.266,1.694,-4.861,-62.005,14756.906,133.82,133813.625,1213.462,99.443,0.0,-8.725,-62.758,656.552,14756.906,133.82,72400.766,-11.403,-67.873,58151.508,527.335,99.443,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.706,0.75,0.0,0.557,0.0,-0.1,-0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.486,-2.601,532.15,0.0,0.0,58682.434,-3.68,-77.716,224339.141,2034.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14839.612,1215.444,0.0,0.0,0.0,82.706,0.75,0.0,0.557,0.0,135.791,1.137,1.983,82.706,0.75,218.666,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,2017,-1.242,-0.136,163.878,10.827,482.859,31.9,9.432,0.481,302.2,-19.087,-26.946,1729.008,114.227,341.029,22.53,-27.916,-8.853,346.01,22.859,6.661,5.079,352.98,338.22,17.268,0.247,5.532,34043.488,0.886,-1.772,-32.087,2557.943,168.99,26921.26,1778.548,49.965,79.079,-2.09,-16.695,782.288,2069.937,136.75,11841.216,0.351,1.465,6339.933,418.846,40.432,34.783,102.21,9.519,1.276,15.653,89.004,5.88,236.937,1.739,0.696,8.66,37.618,470.528,2561.575,169.23,7122.224,50.035,20.921,14.76,4.182,-1.938,-4.633,179.622,1064.712,70.34,2718.88,20.797,7.986,1.327,11.554,882.034,146.977,9.71,13351.036,-1.716,-9.47,8208.769,542.311,2.871,39.218,101.826,31.9,0.0,6.096,5.851,482.859,0.0,1541.302,9.432,0.0,4.527,5119.518,2249.076,16.75,42.251,290.906,1496.864,98.89,4403.344,29.238,12.934,10.082,2.629,30.491,173.466,11.46,461.532,3.388,1.356,33.59,32.632,132.11,751.535,49.65,1999.696,14.68,5.874
United States,2017,0.202,0.825,1243.373,410.054,190.211,62.73,1.548,1.588,441.05,-2.731,-108.148,11681.913,3852.593,3656.374,1205.84,6.534,266.804,13191.312,4350.379,29.757,14.919,4108.62,4052.31,17.439,0.376,96.793,78303.609,1.467,-0.477,-102.102,7702.357,2540.17,64632.117,21315.105,62.684,82.54,-1.216,-91.067,7399.922,3931.093,1296.44,22438.203,2.587,188.146,22625.547,7461.707,31.993,28.655,1787.27,12.527,83.783,789.888,890.988,293.84,2395.115,7.251,3.059,4.415,198.896,4508.74,4585.143,1512.14,13671.498,37.316,17.46,56.31,1.371,-0.092,-14.816,2163.843,2440.786,804.95,6561.251,19.864,8.379,0.975,97.115,10062.591,114.891,37.89,30512.002,5.798,365.962,20247.631,6677.491,0.935,38.966,253.612,81.77,19.04,0.094,-0.071,247.945,57.733,769.008,2.018,0.47,0.982,12287.501,25823.844,8.09,213.712,2344.897,2144.357,707.19,7110.247,17.452,9.08,40.847,59.372,207.734,234.33,77.28,629.895,1.907,0.804,12.031,69.804,683.609,771.094,254.3,2072.855,6.275,2.647
Vietnam,2017,0.0,0.0,0.0,0.0,0.851,0.08,0.042,0.0,416.127,-0.08,-0.264,3508.503,329.915,665.83,62.61,-0.842,-2.123,2660.253,250.152,32.677,34.237,192.31,191.6,23.328,7.216,64.853,10247.799,1.52,0.914,6.64,1101.315,103.56,7798.362,733.304,54.05,76.098,-7.012,-7.18,95.207,424.957,39.96,1012.483,-7.012,-7.18,1012.483,95.207,20.856,9.88,79.73,34.405,57.539,228.711,931.587,87.6,2432.244,45.72,23.734,34.599,58.214,230.328,936.267,88.04,2449.437,45.95,23.902,0.71,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.789,14.083,308.182,10.528,0.99,3277.376,-10.709,-19.317,1712.967,161.076,0.517,31.981,0.664,0.208,0.0,70.492,0.275,2.212,0.0,7.061,0.109,0.0,0.069,2037.582,963.632,34.599,58.214,230.328,936.267,88.04,2449.437,45.95,23.902,51.078,0.007,0.021,0.106,0.01,0.226,0.005,0.002,74.129,0.393,0.931,3.722,0.35,9.906,0.183,0.097
Australia,2018,-9.748,-0.179,66.27,1.655,143.719,3.59,1.367,0.102,688.421,-2.424,-12.644,20372.217,508.882,6267.607,156.56,4.743,164.724,145642.516,3638.038,59.612,31.316,262.63,262.63,17.037,1.457,23.341,65053.539,1.319,-0.214,-3.201,8532.689,213.14,59666.559,1490.425,81.156,91.719,-0.251,-0.936,371.908,2060.112,51.46,14888.683,15.51,171.072,51003.121,1274.019,19.594,22.887,180.8,28.235,9.874,45.801,692.976,17.31,1833.569,6.591,2.819,24.681,26.542,134.563,1981.246,49.49,5386.981,18.844,8.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732,10.379,609.635,204.97,5.12,24405.658,5.189,8.388,6807.849,170.055,1.95,37.516,11.454,3.588,0.0,0.743,0.085,143.645,0.0,458.545,1.366,0.0,0.705,10513.936,1624.987,24.681,26.542,134.563,1981.246,49.49,5386.981,18.844,8.281,38.29,8.895,32.627,493.61,12.33,1306.178,4.695,2.008,23.096,7.867,43.025,650.941,16.26,1722.419,6.191,2.648
Bangladesh,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.587,13.742,3.452,174.537,28.569,9.164,1.5,0.0,0.0,0.0,0.0,1.903,6.641,83.61,78.83,18.4,6.792,27.363,2628.243,0.634,6.951,27.755,473.229,77.46,2609.008,427.053,98.262,99.268,3.145,8.363,274.29,364.544,59.67,1675.729,-0.041,-0.109,1623.969,265.818,75.695,63.759,53.02,-15.941,-0.45,2.29,6.598,1.08,13.988,1.37,0.532,-10.577,-0.393,3.148,8.37,1.37,19.234,1.738,0.732,4.78,5.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.725,15.94,124.194,99.521,16.29,758.742,0.0,0.0,0.0,0.0,20.665,28.869,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.003,481.599,430.201,-10.577,-0.393,3.148,8.37,1.37,19.234,1.738,0.732,8.046,0.058,0.833,1.711,0.28,5.091,0.355,0.194,0.0,0.0,0.013,0.061,0.01,0.082,0.013,0.003
Brazil,2018,15.988,32.936,1136.938,238.946,258.747,54.38,9.042,6.874,136.949,-2.2,-4.296,908.701,190.978,98.969,20.8,8.369,2.12,130.604,27.449,3.459,5.494,636.37,601.39,23.068,0.375,12.975,16539.109,1.153,-4.559,-88.704,430.278,90.43,8836.361,1857.108,15.037,53.427,-4.627,-17.412,358.908,259.889,54.62,1707.731,-7.428,-20.191,1197.258,251.624,9.082,10.325,82.36,4.87,42.022,1029.111,1850.77,388.97,4896.646,64.678,29.606,8.876,101.678,1618.86,2431.214,510.96,7702.748,84.963,46.573,34.98,5.497,-0.415,-0.401,39.793,74.56,15.67,189.342,2.606,1.145,-4.875,-66.995,1307.221,71.42,15.01,6219.93,-1.429,-23.709,7780.565,1635.215,2.496,37.607,173.599,54.382,0.0,2.778,4.693,258.758,0.0,826.008,9.043,0.0,4.994,2861.492,3475.968,9.093,102.079,1579.067,2356.654,495.29,7513.406,82.358,45.428,316.131,6.944,9.158,16.463,3.46,43.575,0.575,0.263,14.4,15.484,128.252,230.674,48.48,610.24,8.061,3.69
Canada,2018,3.286,0.777,659.715,24.433,284.594,10.54,1.593,0.597,170.791,-18.342,-40.646,4886.126,180.959,1431.609,53.02,-8.151,-30.122,9164.674,339.416,8.015,4.424,613.31,661.51,20.565,1.287,51.99,110439.844,2.439,3.102,79.99,3450.225,127.78,71784.305,2658.55,19.316,64.999,7.343,80.511,1176.902,1910.072,70.74,31777.881,3.216,55.083,47732.031,1767.768,10.694,28.774,112.98,-2.203,-29.141,1020.97,10419.53,385.89,27567.516,58.335,24.962,-1.222,-28.0,1431.618,14411.4,533.73,38655.531,80.684,35.001,-48.2,-7.859,-0.56,-2.933,253.962,2700.939,100.03,6857.303,15.121,6.209,3.183,40.124,1300.689,108.545,4.02,35120.293,8.926,245.639,80938.406,2997.575,0.608,31.8,33.651,10.542,0.0,-5.416,-1.927,284.637,0.0,908.619,1.594,0.0,0.823,17861.627,4090.168,-1.365,-25.067,1177.656,11710.462,433.7,31798.229,65.562,28.792,6.246,0.535,10.046,102.605,3.8,271.248,0.574,0.246,6.212,4.689,88.556,903.733,33.47,2391.129,5.06,2.165
China,2018,29.818,7.733,23.76,33.669,66.144,93.73,1.308,0.088,636.876,1.993,436.703,15773.501,22352.146,3361.811,4763.92,5.052,1026.84,15068.386,21352.949,66.478,58.194,7150.92,7166.14,20.543,4.803,1760.262,27104.984,1.723,3.837,1209.01,3553.686,5035.82,23090.01,32720.146,70.272,85.187,17.688,426.738,2839.26,152.074,215.5,2003.614,8.19,122.194,1139.103,1614.188,3.007,7.392,4563.94,2.903,71.352,3171.928,846.035,1198.89,2238.371,16.73,8.258,11.482,551.25,5689.496,1503.328,2130.32,4014.973,29.728,14.813,-15.22,-0.213,18.904,115.366,748.955,208.176,295.0,528.524,4.117,1.95,4.811,345.569,7528.741,39.8,56.4,5312.895,-1.139,-25.377,1553.797,2201.838,0.787,19.601,299.108,93.725,0.0,17.747,45.092,66.14,0.0,211.075,1.308,0.0,0.779,5057.014,38409.645,10.395,435.884,4940.542,1295.152,1835.32,3486.45,25.611,12.863,50.17,154.529,468.029,124.835,176.9,330.28,2.469,1.219,20.092,157.178,967.807,258.138,365.8,682.964,5.105,2.52
Egypt,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.407,81.976,11.437,244.734,25.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,198.82,199.39,19.094,0.056,0.6,10327.142,0.878,-0.166,-1.708,1763.338,182.93,9907.259,1027.787,91.745,95.934,6.548,36.625,595.953,1611.517,167.18,5744.635,19.97,97.477,5644.743,585.59,83.846,55.627,118.12,1.06,0.159,34.192,124.541,12.92,329.591,6.48,3.192,6.218,2.309,43.559,158.665,16.46,419.883,8.255,4.066,-0.57,-0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.909,-49.771,406.445,151.821,15.75,3917.889,2.07,7.746,3682.021,381.976,7.899,37.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.002,1071.346,6.218,2.309,43.559,158.665,16.46,419.883,8.255,4.066,-8.214,-0.14,1.463,5.302,0.55,14.105,0.276,0.137,41.609,2.29,7.904,28.822,2.99,76.187,1.5,0.738
France,2018,-1.137,-0.378,510.688,32.826,130.372,8.38,1.455,1.177,59.938,-8.108,-8.841,1558.932,100.205,129.283,8.31,0.0,0.0,0.0,0.0,1.443,3.593,512.96,575.93,29.272,1.235,34.037,43389.094,1.074,-3.428,-49.99,769.784,49.48,21908.648,1408.24,8.591,50.493,-4.305,-19.273,428.384,476.214,30.61,6664.568,0.0,0.0,0.0,0.0,5.315,15.36,34.52,30.535,38.795,169.104,1012.947,65.11,2630.825,11.305,6.063,6.655,84.027,1380.716,8190.229,526.45,21480.447,91.409,49.507,-62.97,-12.276,3.661,31.074,1048.389,6424.301,412.94,16310.273,71.7,37.591,-2.427,-21.876,879.651,164.287,10.56,13685.148,0.0,0.0,0.0,0.0,1.834,31.541,27.588,8.99,0.61,4.821,1.269,139.862,9.49,429.201,1.561,0.106,0.989,8960.012,2788.956,16.269,52.954,332.328,1765.928,113.51,5170.175,19.709,11.916,13.461,3.1,27.325,168.176,10.81,425.106,1.877,0.98,16.245,10.167,75.485,444.944,28.6,1174.354,4.966,2.707
Germany,2018,4.25,1.334,394.683,32.718,612.69,50.79,8.033,0.864,454.545,-3.498,-29.24,9731.268,806.69,2752.341,228.16,-4.152,-19.037,5300.665,439.408,36.085,21.298,583.54,632.28,19.3,-2.584,-100.451,45691.598,0.985,-3.802,-116.384,4021.27,333.35,35519.348,2944.437,52.722,77.737,-2.152,-18.878,858.507,983.875,81.56,10356.35,-13.086,-8.344,668.516,55.418,12.899,22.666,287.4,-12.194,-6.814,46.811,213.398,17.69,564.689,2.798,1.236,2.556,15.933,843.246,3606.054,298.93,10172.254,47.278,22.263,-48.74,-8.352,-0.419,-1.951,192.963,916.804,76.0,2327.755,12.02,5.094,-5.066,-68.267,1279.239,285.054,23.63,15431.727,0.0,0.0,0.0,0.0,3.737,33.774,162.595,50.97,0.18,-0.213,-0.36,614.862,2.171,1961.421,8.061,0.028,4.293,7627.325,3787.682,3.475,17.885,650.283,2689.251,222.93,7844.5,35.258,17.168,14.342,14.104,117.259,534.641,44.32,1414.515,7.01,3.096,4.029,9.621,290.9,1326.349,109.95,3509.191,17.389,7.68
India,2018,92.854,5.077,7.702,10.544,19.883,27.22,1.724,0.116,735.122,5.16,244.445,3638.853,4981.602,875.717,1198.86,6.775,225.592,2597.031,3555.345,75.917,54.815,1575.34,1579.18,18.407,5.667,487.365,6638.485,0.991,5.148,404.725,932.445,1276.52,6038.025,8266.076,80.834,90.955,8.202,43.964,579.963,52.052,71.26,423.639,-0.729,-2.018,200.814,274.915,4.512,6.382,1160.89,2.893,8.283,369.748,102.082,139.75,270.086,8.85,4.068,12.753,82.64,822.03,221.081,302.66,600.459,19.166,9.045,-3.84,-0.244,4.373,3.595,99.143,28.524,39.05,72.42,2.473,1.091,4.494,116.316,2704.512,4.675,6.4,1975.534,-2.201,-10.349,335.964,459.936,0.405,29.759,86.905,27.224,0.0,9.298,7.393,19.886,0.0,63.48,1.724,0.0,0.956,1153.525,9088.107,14.058,79.044,722.887,192.556,263.61,528.039,16.693,7.954,68.633,38.786,96.123,26.538,36.33,70.214,2.301,1.058,14.596,19.505,159.567,44.054,60.31,116.557,3.819,1.756
Indonesia,2018,45.801,10.771,128.389,34.289,45.419,12.13,4.274,1.594,684.062,15.831,89.62,2455.301,655.729,599.138,160.01,18.101,487.114,11900.419,3178.207,56.383,30.476,285.29,283.79,13.731,9.347,183.918,8056.51,0.69,6.668,124.031,881.465,235.41,7429.167,1984.084,82.952,92.213,1.713,7.628,452.81,215.115,57.45,1695.494,0.133,0.967,2725.972,728.017,20.244,21.045,194.13,16.122,7.658,57.244,81.028,21.64,214.343,7.625,2.66,48.842,59.887,167.543,181.153,48.38,627.344,17.048,7.787,1.5,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.156,26.783,875.545,67.212,17.95,3278.373,-3.641,-17.338,1718.218,458.879,6.325,40.692,75.269,26.46,14.33,98.08,40.794,99.076,53.657,281.835,9.324,5.05,3.498,1062.618,2151.627,48.842,59.887,167.543,181.153,48.38,627.344,17.048,7.787,210.74,0.162,0.239,0.337,0.09,0.894,0.032,0.011,0.0,0.503,0.503,0.711,0.19,1.882,0.067,0.023
Iran,2018,0.0,0.0,0.0,0.0,0.234,0.02,0.006,0.0,657.916,32.276,3.867,185.112,15.849,8.059,0.69,0.0,0.0,0.0,0.0,0.221,0.512,308.64,312.35,10.183,3.358,100.588,36159.855,2.087,4.068,119.209,3441.233,294.63,35620.734,3049.76,94.327,98.509,3.726,76.394,2126.434,3110.227,266.29,24836.422,2.934,62.751,25710.283,2201.252,85.254,68.685,205.5,-42.909,-19.831,26.029,114.93,9.84,304.011,3.15,0.841,-28.021,-18.621,46.159,206.967,17.72,539.126,5.673,1.491,-3.71,-1.202,-1.038,-0.287,17.481,80.474,6.89,204.173,2.206,0.565,4.484,38.948,907.478,322.948,27.65,10599.199,-5.081,-138.589,30240.404,2589.11,8.852,29.312,0.078,0.024,0.0,0.0,0.0,0.285,0.0,0.911,0.008,0.0,0.003,3648.2,3095.919,-38.652,-18.334,28.678,126.493,10.83,334.953,3.467,0.926,158.512,0.359,0.587,2.57,0.22,6.854,0.07,0.019,135.849,1.138,1.984,8.76,0.75,23.176,0.24,0.064
